id,cluster
P88779809_rev_008086,0
P88779809_rev_008219,0
P88779809_rev_008395,0
P88779809_rev_008325,0
P88779809_rev_008429,0
P88779809_rev_008419,0
P88779809_rev_008413,0
P88779809_rev_008040,0
P88779809_rev_008488,0
P88779809_rev_008020,0
P88779809_rev_008348,0
P88779809_rev_008165,0
P88779809_rev_008451,0
P88779809_rev_008352,0
P88779809_rev_008110,0
P88779809_rev_008467,0
P88779809_rev_008257,0
P88779809_rev_008298,0
P88779809_rev_008138,0
P88779809_rev_008231,0
P88779809_rev_008208,0
P88779809_rev_008464,0
P88779809_rev_008092,0
P88779809_rev_008300,0
P88779809_rev_008011,0
P88779809_rev_008183,0
P88779809_rev_008117,0
P88779809_rev_008050,0
P88779809_rev_008263,0
P88779809_rev_008180,0
P88779809_rev_008415,0
P88779809_rev_008374,0
P88779809_rev_008439,0
P88779809_rev_008167,0
P88779809_rev_008118,0
P88779809_rev_008296,0
P88779809_rev_008029,0
P88779809_rev_008269,0
P88779809_rev_008402,0
P88779809_rev_008320,0
P88779809_rev_008383,0
P88779809_rev_008174,0
P88779809_rev_008420,0
P88779809_rev_008243,0
P88779809_rev_008190,0
P88779809_rev_008192,0
P88779809_rev_008115,0
P88779809_rev_008371,0
P88779810_rev_008845,8
P476485_rev_008794,18
P88779810_rev_008857,8
P88779810_rev_008904,8
P476485_rev_008640,18
P88779810_rev_008961,8
P88779810_rev_008917,8
P476485_rev_008535,18
P476485_rev_008646,18
P88779810_rev_008984,8
P88779810_rev_008933,8
P476485_rev_008789,18
P88779810_rev_008990,8
P88779810_rev_008916,8
P476485_rev_008695,18
P476485_rev_008540,18
P476485_rev_008567,18
P88779810_rev_008885,8
P476485_rev_008530,18
P476485_rev_008583,18
P476485_rev_008642,18
P476485_rev_008827,18
P476485_rev_008688,18
P88779810_rev_008864,8
P476485_rev_008692,18
P476485_rev_008801,18
P476485_rev_008686,18
P88779810_rev_008855,8
P476485_rev_008570,18
P88779809_rev_008511,0
P476485_rev_008727,18
P476485_rev_008577,18
P88779810_rev_008902,8
P476485_rev_008657,18
P476485_rev_008755,18
P476485_rev_008670,18
P88779810_rev_008965,8
P476485_rev_008621,18
P476485_rev_008752,18
P476485_rev_008776,18
P476485_rev_008600,18
P88779810_rev_008860,8
P88779810_rev_008887,8
P88779810_rev_008921,8
P476485_rev_008805,18
P476485_rev_008546,18
P476485_rev_008663,18
P476485_rev_008581,18
P476485_rev_008551,18
P476485_rev_008654,18
P88779810_rev_008893,8
P476485_rev_008693,18
P88779810_rev_008852,8
P88779809_rev_008502,0
P476485_rev_008667,18
P88779810_rev_008999,8
P476485_rev_008674,18
P476485_rev_008748,18
P476485_rev_008556,18
P88779810_rev_008900,8
P476485_rev_008566,18
P88779810_rev_008914,8
P88779810_rev_008943,8
P476485_rev_008592,18
P88779810_rev_008853,8
P88779810_rev_008837,8
P88779810_rev_008848,8
P476485_rev_008751,18
P476485_rev_008732,18
P476485_rev_008677,18
P88779809_rev_008505,0
P476485_rev_008668,18
P88779810_rev_008838,8
P88779810_rev_008973,8
P88779810_rev_008915,8
P476485_rev_008702,18
P476485_rev_008829,18
P476485_rev_008545,18
P476485_rev_008652,18
P476485_rev_008709,18
P476485_rev_008790,18
P476485_rev_008524,18
P88779810_rev_008834,8
P88779810_rev_008831,8
P476485_rev_008547,18
P476485_rev_008816,-1
P476485_rev_008689,18
P88779810_rev_008892,8
P476485_rev_008521,18
P88779810_rev_008922,8
P476485_rev_008629,18
P476485_rev_008680,18
P476485_rev_008723,18
P476485_rev_008536,18
P476485_rev_008672,18
P476485_rev_008784,18
P88779810_rev_008899,8
P88779810_rev_008898,8
P88779810_rev_008833,8
P476485_rev_008619,18
P476485_rev_008669,18
P476485_rev_008777,18
P476485_rev_008525,18
P88779810_rev_008931,8
P88779810_rev_008952,8
P88779810_rev_008883,8
P476485_rev_008630,18
P88779810_rev_008850,8
P476485_rev_008753,18
P476485_rev_008601,18
P476485_rev_008715,18
P476485_rev_008762,18
P88779810_rev_008995,8
P476485_rev_008559,18
P88779810_rev_008979,8
P88779810_rev_008888,8
P476485_rev_008596,18
P88779810_rev_008977,8
P476485_rev_008527,18
P476485_rev_008557,18
P476485_rev_008520,-1
P476485_rev_008605,18
P476485_rev_008550,18
P476485_rev_008745,18
P476485_rev_008639,18
P88779810_rev_008876,8
P476485_rev_008529,18
P88779810_rev_008882,8
P476485_rev_008608,18
P476485_rev_008635,18
P476485_rev_008537,18
P476485_rev_008661,18
P88779810_rev_008920,8
P476485_rev_008685,18
P476485_rev_008737,18
P476485_rev_008744,18
P88779810_rev_008910,8
P476485_rev_008662,18
P88779809_rev_008508,0
P476485_rev_008817,18
P88779809_rev_008506,0
P88779810_rev_008929,8
P476485_rev_008713,18
P88779810_rev_008947,8
P476485_rev_008725,18
P88779810_rev_008896,8
P88779809_rev_008501,0
P88779810_rev_009000,8
P88779810_rev_008969,8
P476485_rev_008555,18
P476485_rev_008708,18
P88779810_rev_008932,8
P476485_rev_008611,18
P88779810_rev_008867,8
P476485_rev_008734,18
P476485_rev_008787,18
P476485_rev_008562,18
P88779810_rev_008842,8
P476485_rev_008542,18
P476485_rev_008798,18
P476485_rev_008707,18
P476485_rev_008564,18
P476485_rev_008679,18
P476485_rev_008720,18
P88779810_rev_008891,8
P88779810_rev_008957,8
P476485_rev_008825,18
P476485_rev_008743,18
P476485_rev_008558,18
P476485_rev_008579,18
P476485_rev_008824,18
P88779810_rev_008997,8
P476485_rev_008808,18
P476485_rev_008766,18
P476485_rev_008649,18
P88779810_rev_008923,8
P476485_rev_008724,18
P88779810_rev_008945,8
P476485_rev_008539,18
P476485_rev_008647,18
P476485_rev_008648,18
P476485_rev_008522,18
P476485_rev_008607,18
P476485_rev_008696,18
P88779810_rev_008927,8
P476485_rev_008602,18
P476485_rev_008561,18
P476485_rev_008560,18
P88779810_rev_008872,8
P476485_rev_008819,18
P476485_rev_008571,18
P88779810_rev_008978,8
P88779810_rev_008983,8
P476485_rev_008710,18
P476485_rev_008580,18
P476485_rev_008746,18
P476485_rev_008554,18
P476485_rev_008666,18
P476485_rev_008793,18
P88779810_rev_008874,8
P476485_rev_008711,18
P476485_rev_008637,18
P476485_rev_008552,18
P476485_rev_008705,18
P88779810_rev_008971,8
P476485_rev_008655,18
P88779810_rev_008909,8
P88779810_rev_008870,8
P88779810_rev_008889,8
P88779810_rev_008970,8
P476485_rev_008690,18
P476485_rev_008730,18
P88779810_rev_008839,8
P88779810_rev_008875,8
P88779810_rev_008868,8
P476485_rev_008671,18
P476485_rev_008800,18
P88779809_rev_008507,0
P476485_rev_008612,18
P476485_rev_008533,18
P476485_rev_008820,18
P476485_rev_008756,18
P88779810_rev_008926,8
P88779810_rev_008859,8
P88779810_rev_008925,8
P88779810_rev_008894,8
P476485_rev_008658,18
P476485_rev_008735,18
P476485_rev_008717,18
P88779810_rev_008982,8
P476485_rev_008712,18
P476485_rev_008796,18
P476485_rev_008595,18
P476485_rev_008823,18
P476485_rev_008651,18
P88779810_rev_008903,8
P88779810_rev_008956,8
P88779810_rev_008972,8
P476485_rev_008701,18
P476485_rev_008740,18
P476485_rev_008553,18
P88779810_rev_008908,8
P88779810_rev_008878,8
P476485_rev_008703,18
P476485_rev_008582,18
P476485_rev_008645,18
P88779810_rev_008951,8
P476485_rev_008616,18
P88779810_rev_008844,8
P476485_rev_008615,18
P476485_rev_008660,18
P476485_rev_008699,18
P476485_rev_008809,18
P476485_rev_008569,18
P476485_rev_008754,18
P476485_rev_008585,18
P476485_rev_008747,18
P476485_rev_008597,18
P476485_rev_008532,18
P476485_rev_008767,18
P476485_rev_008627,18
P476485_rev_008587,18
P476485_rev_008599,18
P88779810_rev_008949,8
P88779810_rev_008880,8
P476485_rev_008523,18
P88779810_rev_008964,8
P476485_rev_008656,18
P88779810_rev_008907,8
P476485_rev_008586,18
P88779810_rev_008854,8
P476485_rev_008687,18
P88779810_rev_008835,8
P476485_rev_008528,18
P476485_rev_008518,18
P476485_rev_008563,18
P476485_rev_008698,18
P88779810_rev_008871,8
P88779810_rev_008911,8
P476485_rev_008760,18
P476485_rev_008721,18
P476485_rev_008683,18
P476485_rev_008731,18
P88779809_rev_008504,0
P476485_rev_008576,18
P476485_rev_008609,18
P476485_rev_008768,18
P476485_rev_008617,18
P88779810_rev_008962,8
P476485_rev_008572,18
P476485_rev_008773,18
P476485_rev_008714,18
P88779810_rev_008934,8
P88779810_rev_008847,8
P476485_rev_008716,18
P88779809_rev_008512,0
P476485_rev_008799,18
P88779810_rev_008989,8
P476485_rev_008541,18
P88779810_rev_008919,8
P476485_rev_008575,18
P476485_rev_008726,18
P476485_rev_008664,18
P88779810_rev_008851,8
P476485_rev_008638,18
P88779810_rev_008843,8
P476485_rev_008811,18
P476485_rev_008781,18
P476485_rev_008810,18
P476485_rev_008517,18
P88779810_rev_008944,8
P476485_rev_008675,18
P476485_rev_008681,18
P476485_rev_008750,18
P88779810_rev_008840,8
P476485_rev_008763,18
P88779810_rev_008890,8
P88779810_rev_008953,8
P476485_rev_008694,18
P88779810_rev_008942,8
P476485_rev_008797,18
P476485_rev_008514,18
P88779810_rev_008998,8
P88779810_rev_008863,8
P476485_rev_008757,18
P88779810_rev_008866,8
P476485_rev_008590,18
P476485_rev_008826,18
P88779810_rev_008967,8
P476485_rev_008786,18
P88779809_rev_008513,0
P476485_rev_008783,18
P88779809_rev_008510,0
P476485_rev_008634,18
P476485_rev_008626,18
P476485_rev_008544,18
P476485_rev_008733,18
P476485_rev_008659,18
P88779810_rev_008905,8
P476485_rev_008806,18
P88779810_rev_008930,8
P476485_rev_008769,18
P88779810_rev_008862,8
P476485_rev_008606,18
P476485_rev_008771,18
P476485_rev_008636,18
P88779810_rev_008873,8
P476485_rev_008704,18
P476485_rev_008531,18
P88779810_rev_008966,8
P476485_rev_008729,18
P88779810_rev_008901,8
P476485_rev_008650,18
P88779810_rev_008940,8
P476485_rev_008633,18
P476485_rev_008515,18
P476485_rev_008625,18
P88779810_rev_008986,8
P88779810_rev_008954,8
P476485_rev_008719,18
P88779810_rev_008968,8
P88779810_rev_008948,8
P476485_rev_008603,18
P476485_rev_008526,18
P476485_rev_008718,18
P88779810_rev_008906,8
P476485_rev_008684,18
P476485_rev_008653,18
P476485_rev_008792,18
P476485_rev_008574,18
P88779810_rev_008955,8
P88779810_rev_008935,8
P476485_rev_008774,18
P88779810_rev_008836,8
P476485_rev_008764,18
P88779810_rev_008869,8
P476485_rev_008772,18
P476485_rev_008620,18
P476485_rev_008578,18
P476485_rev_008534,18
P88779810_rev_008974,8
P476485_rev_008591,18
P88779810_rev_008918,8
P476485_rev_008785,18
P476485_rev_008624,18
P476485_rev_008728,18
P88779810_rev_008993,8
P476485_rev_008722,18
P476485_rev_008788,18
P476485_rev_008676,18
P88779810_rev_008981,8
P476485_rev_008802,18
P476485_rev_008807,18
P476485_rev_008549,18
P476485_rev_008741,18
P88779810_rev_008958,8
P476485_rev_008738,18
P476485_rev_008761,18
P476485_rev_008736,18
P88779810_rev_008841,8
P476485_rev_008538,18
P476485_rev_008682,18
P88779809_rev_008503,0
P476485_rev_008804,18
P88779810_rev_008996,8
P476485_rev_008821,18
P476485_rev_008588,18
P476485_rev_008828,18
P476485_rev_008742,18
P476485_rev_008610,18
P88779810_rev_008963,8
P476485_rev_008598,18
P88779810_rev_008846,8
P88779810_rev_008886,8
P88779810_rev_008858,8
P476485_rev_008813,18
P476485_rev_008516,18
P88779810_rev_008992,8
P476485_rev_008782,18
P476485_rev_008678,18
P88779810_rev_008849,8
P88779810_rev_008950,8
P88779810_rev_008879,8
P88779810_rev_008928,8
P88779810_rev_008881,8
P476485_rev_008568,18
P476485_rev_008665,18
P476485_rev_008614,18
P88779810_rev_008937,8
P476485_rev_008622,18
P476485_rev_008644,18
P476485_rev_008780,18
P476485_rev_008584,18
P476485_rev_008623,18
P88779810_rev_008980,8
P88779810_rev_008941,8
P476485_rev_008815,18
P476485_rev_008643,18
P476485_rev_008565,18
P476485_rev_008543,18
P88779810_rev_008912,8
P88779810_rev_008884,8
P88779810_rev_008975,8
P88779809_rev_008509,0
P88779810_rev_008960,8
P476485_rev_008830,18
P476485_rev_008765,18
P476485_rev_008814,18
P476485_rev_008593,18
P476485_rev_008697,18
P476485_rev_008770,18
P88779810_rev_008936,8
P476485_rev_008673,18
P88779810_rev_008861,8
P476485_rev_008641,18
P476485_rev_008739,18
P476485_rev_008803,18
P88779810_rev_008938,8
P476485_rev_008779,18
P88779810_rev_008976,8
P476485_rev_008548,18
P476485_rev_008628,18
P476485_rev_008778,18
P88779810_rev_008985,8
P88779810_rev_008897,8
P476485_rev_008632,18
P88779810_rev_008877,8
P476485_rev_008691,18
P88779810_rev_008988,8
P476485_rev_008604,18
P476485_rev_008594,18
P88779810_rev_008924,8
P476485_rev_008613,18
P476485_rev_008706,18
P476485_rev_008519,18
P88779810_rev_008832,8
P88779810_rev_008895,8
P476485_rev_008795,18
P88779810_rev_008856,8
P88779810_rev_008946,8
P476485_rev_008818,18
P476485_rev_008775,18
P88779810_rev_008865,8
P476485_rev_008759,18
P476485_rev_008822,18
P88779810_rev_008959,8
P476485_rev_008700,18
P476485_rev_008812,18
P476485_rev_008589,18
P476485_rev_008573,18
P88779810_rev_008987,8
P476485_rev_008758,18
P476485_rev_008618,18
P88779810_rev_008913,8
P88779810_rev_008994,8
P88779810_rev_008939,8
P88779810_rev_008991,8
P476485_rev_008791,18
P476485_rev_008631,18
P476485_rev_008749,18
P88779810_rev_009311,8
P88779810_rev_009191,8
P88779810_rev_009172,8
P88779810_rev_009188,8
P88779810_rev_009035,8
P88779810_rev_009145,8
P88779810_rev_009368,8
P88779810_rev_009383,8
P88779810_rev_009319,8
P88779810_rev_009071,8
P88779810_rev_009075,8
P88779810_rev_009111,8
P88779810_rev_009148,8
P88779810_rev_009131,8
P88779810_rev_009426,8
P88779810_rev_009170,8
P88779810_rev_009222,8
P88779810_rev_009160,8
P88779810_rev_009338,8
P88779810_rev_009475,8
P88779810_rev_009468,8
P88779810_rev_009117,8
P88779810_rev_009084,8
P88779810_rev_009352,8
P88779810_rev_009046,8
P88779810_rev_009470,8
P88779810_rev_009054,8
P88779810_rev_009161,8
P88779810_rev_009099,8
P88779810_rev_009089,8
P88779810_rev_009413,8
P88779810_rev_009469,8
P88779810_rev_009295,8
P88779810_rev_009049,8
P88779810_rev_009443,8
P88779810_rev_009057,8
P88779810_rev_009451,8
P88779810_rev_009193,8
P88779810_rev_009185,8
P88779810_rev_009200,8
P88779810_rev_009444,8
P88779810_rev_009330,8
P88779810_rev_009180,8
P88779810_rev_009269,8
P88779810_rev_009257,8
P88779810_rev_009500,8
P88779810_rev_009162,8
P88779810_rev_009034,8
P88779810_rev_009300,8
P88779810_rev_009028,8
P88779810_rev_009334,8
P88779810_rev_009194,8
P88779810_rev_009375,8
P88779810_rev_009100,8
P88779810_rev_009055,8
P88779810_rev_009430,8
P88779810_rev_009008,8
P88779810_rev_009118,8
P88779810_rev_009303,8
P88779810_rev_009399,8
P88779810_rev_009007,8
P88779810_rev_009454,8
P88779810_rev_009233,8
P88779810_rev_009208,8
P88779810_rev_009045,8
P88779810_rev_009237,8
P88779810_rev_009353,8
P88779810_rev_009362,8
P88779810_rev_009492,8
P88779810_rev_009051,8
P88779810_rev_009077,8
P88779810_rev_009052,8
P88779810_rev_009335,8
P88779810_rev_009370,8
P88779810_rev_009482,8
P88779810_rev_009218,8
P88779810_rev_009042,8
P88779810_rev_009351,8
P88779810_rev_009152,8
P88779810_rev_009285,8
P88779810_rev_009151,8
P88779810_rev_009260,8
P88779810_rev_009395,8
P88779810_rev_009252,8
P88779810_rev_009267,8
P88779810_rev_009433,8
P88779810_rev_009165,8
P88779810_rev_009390,8
P88779810_rev_009139,8
P88779810_rev_009415,8
P88779810_rev_009397,8
P88779810_rev_009065,8
P88779810_rev_009452,8
P88779810_rev_009421,8
P88779810_rev_009366,8
P88779810_rev_009228,8
P88779810_rev_009449,8
P88779810_rev_009248,8
P88779810_rev_009217,8
P88779810_rev_009116,8
P88779810_rev_009408,8
P88779810_rev_009247,8
P88779810_rev_009419,8
P88779810_rev_009159,8
P88779810_rev_009457,8
P88779810_rev_009250,8
P88779810_rev_009030,8
P88779810_rev_009224,8
P88779810_rev_009494,8
P88779810_rev_009158,8
P88779810_rev_009487,8
P88779810_rev_009411,8
P88779810_rev_009258,8
P88779810_rev_009359,8
P88779810_rev_009130,8
P88779810_rev_009124,8
P88779810_rev_009318,8
P88779810_rev_009277,8
P88779810_rev_009288,8
P88779810_rev_009389,8
P88779810_rev_009219,8
P88779810_rev_009125,8
P88779810_rev_009374,8
P88779810_rev_009245,8
P88779810_rev_009178,8
P88779810_rev_009068,8
P88779810_rev_009243,8
P88779810_rev_009095,8
P88779810_rev_009263,8
P88779810_rev_009154,8
P88779810_rev_009477,8
P88779810_rev_009050,8
P88779810_rev_009407,8
P88779810_rev_009001,8
P88779810_rev_009438,8
P88779810_rev_009466,8
P88779810_rev_009333,8
P88779810_rev_009342,8
P88779810_rev_009119,8
P88779810_rev_009497,8
P88779810_rev_009291,8
P88779810_rev_009083,8
P88779810_rev_009085,8
P88779810_rev_009321,8
P88779810_rev_009306,8
P88779810_rev_009453,8
P88779810_rev_009448,8
P88779810_rev_009323,8
P88779810_rev_009164,8
P88779810_rev_009312,8
P88779810_rev_009381,8
P88779810_rev_009073,8
P88779810_rev_009122,8
P88779810_rev_009496,8
P88779810_rev_009014,8
P88779810_rev_009205,8
P88779810_rev_009256,8
P88779810_rev_009150,8
P88779810_rev_009037,8
P88779810_rev_009167,8
P88779810_rev_009484,8
P88779810_rev_009149,8
P88779810_rev_009143,8
P88779810_rev_009358,8
P88779810_rev_009127,8
P88779810_rev_009344,8
P88779810_rev_009367,8
P88779810_rev_009384,8
P88779810_rev_009021,8
P88779810_rev_009425,8
P88779810_rev_009138,8
P88779810_rev_009364,8
P88779810_rev_009261,8
P88779810_rev_009133,8
P88779810_rev_009088,8
P88779810_rev_009387,8
P88779810_rev_009026,8
P88779810_rev_009067,0
P88779810_rev_009169,8
P88779810_rev_009284,8
P88779810_rev_009294,8
P88779810_rev_009216,8
P88779810_rev_009129,8
P88779810_rev_009140,8
P88779810_rev_009195,8
P88779810_rev_009297,8
P88779810_rev_009004,8
P88779810_rev_009350,8
P88779810_rev_009414,8
P88779810_rev_009163,8
P88779810_rev_009137,8
P88779810_rev_009495,8
P88779810_rev_009296,8
P88779810_rev_009441,8
P88779810_rev_009491,8
P88779810_rev_009486,8
P88779810_rev_009316,8
P88779810_rev_009371,8
P88779810_rev_009281,8
P88779810_rev_009315,8
P88779810_rev_009102,8
P88779810_rev_009031,8
P88779810_rev_009092,8
P88779810_rev_009187,8
P88779810_rev_009305,8
P88779810_rev_009186,8
P88779810_rev_009225,8
P88779810_rev_009301,8
P88779810_rev_009481,8
P88779810_rev_009307,8
P88779810_rev_009168,8
P88779810_rev_009478,8
P88779810_rev_009109,8
P88779810_rev_009259,8
P88779810_rev_009176,8
P88779810_rev_009417,8
P88779810_rev_009282,8
P88779810_rev_009227,8
P88779810_rev_009416,8
P88779810_rev_009328,8
P88779810_rev_009455,8
P88779810_rev_009447,8
P88779810_rev_009289,8
P88779810_rev_009053,8
P88779810_rev_009376,8
P88779810_rev_009246,8
P88779810_rev_009128,8
P88779810_rev_009254,8
P88779810_rev_009121,8
P88779810_rev_009107,8
P88779810_rev_009183,8
P88779810_rev_009476,8
P88779810_rev_009062,8
P88779810_rev_009012,8
P88779810_rev_009120,8
P88779810_rev_009275,8
P88779810_rev_009207,8
P88779810_rev_009076,8
P88779810_rev_009236,8
P88779810_rev_009483,8
P88779810_rev_009197,8
P88779810_rev_009156,8
P88779810_rev_009268,8
P88779810_rev_009155,8
P88779810_rev_009174,8
P88779810_rev_009058,8
P88779810_rev_009265,8
P88779810_rev_009428,8
P88779810_rev_009097,8
P88779810_rev_009141,8
P88779810_rev_009027,8
P88779810_rev_009103,8
P88779810_rev_009213,8
P88779810_rev_009177,8
P88779810_rev_009276,8
P88779810_rev_009432,8
P88779810_rev_009396,8
P88779810_rev_009465,8
P88779810_rev_009490,8
P88779810_rev_009212,8
P88779810_rev_009209,8
P88779810_rev_009398,8
P88779810_rev_009314,8
P88779810_rev_009235,8
P88779810_rev_009339,8
P88779810_rev_009019,8
P88779810_rev_009135,8
P88779810_rev_009365,8
P88779810_rev_009354,8
P88779810_rev_009079,8
P88779810_rev_009302,8
P88779810_rev_009410,8
P88779810_rev_009190,8
P88779810_rev_009473,8
P88779810_rev_009229,8
P88779810_rev_009273,8
P88779810_rev_009404,8
P88779810_rev_009320,8
P88779810_rev_009223,8
P88779810_rev_009230,8
P88779810_rev_009202,8
P88779810_rev_009400,8
P88779810_rev_009184,8
P88779810_rev_009060,8
P88779810_rev_009123,8
P88779810_rev_009349,8
P88779810_rev_009326,8
P88779810_rev_009388,8
P88779810_rev_009189,8
P88779810_rev_009286,8
P88779810_rev_009340,8
P88779810_rev_009009,8
P88779810_rev_009418,8
P88779810_rev_009238,8
P88779810_rev_009240,8
P88779810_rev_009292,8
P88779810_rev_009220,8
P88779810_rev_009255,8
P88779810_rev_009456,8
P88779810_rev_009322,8
P88779810_rev_009215,8
P88779810_rev_009437,8
P88779810_rev_009096,8
P88779810_rev_009106,8
P88779810_rev_009253,8
P88779810_rev_009336,8
P88779810_rev_009087,8
P88779810_rev_009006,8
P88779810_rev_009280,8
P88779810_rev_009059,8
P88779810_rev_009110,8
P88779810_rev_009063,8
P88779810_rev_009113,8
P88779810_rev_009382,8
P88779810_rev_009038,8
P88779810_rev_009394,8
P88779810_rev_009134,8
P88779810_rev_009171,8
P88779810_rev_009023,8
P88779810_rev_009032,8
P88779810_rev_009041,8
P88779810_rev_009091,8
P88779810_rev_009061,8
P88779810_rev_009249,8
P88779810_rev_009198,8
P88779810_rev_009488,8
P88779810_rev_009299,8
P88779810_rev_009380,8
P88779810_rev_009427,8
P88779810_rev_009345,8
P88779810_rev_009392,8
P88779810_rev_009044,8
P88779810_rev_009463,8
P88779810_rev_009346,8
P88779810_rev_009086,8
P88779810_rev_009013,8
P88779810_rev_009010,8
P88779810_rev_009114,8
P88779810_rev_009434,8
P88779810_rev_009409,8
P88779810_rev_009355,8
P88779810_rev_009290,8
P88779810_rev_009278,8
P88779810_rev_009029,8
P88779810_rev_009144,8
P88779810_rev_009471,8
P88779810_rev_009308,8
P88779810_rev_009231,8
P88779810_rev_009266,8
P88779810_rev_009203,8
P88779810_rev_009132,8
P88779810_rev_009304,8
P88779810_rev_009436,8
P88779810_rev_009377,8
P88779810_rev_009337,8
P88779810_rev_009467,8
P88779810_rev_009192,8
P88779810_rev_009489,8
P88779810_rev_009313,8
P88779810_rev_009435,8
P88779810_rev_009262,8
P88779810_rev_009498,8
P88779810_rev_009179,8
P88779810_rev_009226,8
P88779810_rev_009048,8
P88779810_rev_009485,8
P88779810_rev_009094,8
P88779810_rev_009017,8
P88779810_rev_009112,8
P88779810_rev_009204,8
P88779810_rev_009074,8
P88779810_rev_009232,8
P88779810_rev_009142,8
P88779810_rev_009072,8
P88779810_rev_009363,8
P88779810_rev_009234,8
P88779810_rev_009279,8
P88779810_rev_009422,8
P88779810_rev_009210,8
P88779810_rev_009043,8
P88779810_rev_009002,8
P88779810_rev_009047,8
P88779810_rev_009241,8
P88779810_rev_009108,8
P88779810_rev_009429,8
P88779810_rev_009343,8
P88779810_rev_009153,8
P88779810_rev_009403,8
P88779810_rev_009104,8
P88779810_rev_009015,8
P88779810_rev_009369,8
P88779810_rev_009331,8
P88779810_rev_009440,8
P88779810_rev_009493,8
P88779810_rev_009018,8
P88779810_rev_009458,8
P88779810_rev_009082,8
P88779810_rev_009157,8
P88779810_rev_009310,8
P88779810_rev_009115,8
P88779810_rev_009181,8
P88779810_rev_009070,8
P88779810_rev_009405,8
P88779810_rev_009348,8
P88779810_rev_009005,8
P88779810_rev_009126,8
P88779810_rev_009036,8
P88779810_rev_009309,8
P88779810_rev_009431,8
P88779810_rev_009020,8
P88779810_rev_009206,8
P88779810_rev_009450,8
P88779810_rev_009479,8
P88779810_rev_009378,8
P88779810_rev_009372,8
P88779810_rev_009040,8
P88779810_rev_009199,8
P88779810_rev_009101,8
P88779810_rev_009211,8
P88779810_rev_009175,8
P88779810_rev_009271,8
P88779810_rev_009347,8
P88779810_rev_009420,8
P88779810_rev_009341,8
P88779810_rev_009270,8
P88779810_rev_009332,8
P88779810_rev_009011,8
P88779810_rev_009090,8
P88779810_rev_009039,8
P88779810_rev_009274,8
P88779810_rev_009423,8
P88779810_rev_009357,8
P88779810_rev_009329,8
P88779810_rev_009264,8
P88779810_rev_009391,8
P88779810_rev_009442,8
P88779810_rev_009033,8
P88779810_rev_009424,8
P88779810_rev_009239,8
P88779810_rev_009078,8
P88779810_rev_009147,8
P88779810_rev_009146,8
P88779810_rev_009446,8
P88779810_rev_009401,8
P88779810_rev_009016,8
P88779810_rev_009460,8
P88779810_rev_009325,8
P88779810_rev_009459,8
P88779810_rev_009356,8
P88779810_rev_009480,8
P88779810_rev_009412,8
P88779810_rev_009173,8
P88779810_rev_009361,8
P88779810_rev_009080,8
P88779810_rev_009439,8
P88779810_rev_009214,8
P88779810_rev_009201,8
P88779810_rev_009025,8
P88779810_rev_009373,8
P88779810_rev_009317,8
P88779810_rev_009003,8
P88779810_rev_009379,8
P88779810_rev_009393,8
P88779810_rev_009244,8
P88779810_rev_009022,8
P88779810_rev_009474,8
P88779810_rev_009136,8
P88779810_rev_009283,8
P88779810_rev_009462,8
P88779810_rev_009056,8
P88779810_rev_009081,8
P88779810_rev_009182,8
P88779810_rev_009166,8
P88779810_rev_009093,8
P88779810_rev_009472,8
P88779810_rev_009221,8
P88779810_rev_009402,8
P88779810_rev_009293,8
P88779810_rev_009064,8
P88779810_rev_009298,8
P88779810_rev_009445,8
P88779810_rev_009098,8
P88779810_rev_009196,8
P88779810_rev_009385,8
P88779810_rev_009251,8
P88779810_rev_009242,8
P88779810_rev_009406,8
P88779810_rev_009360,8
P88779810_rev_009464,8
P88779810_rev_009386,8
P88779810_rev_009066,8
P88779810_rev_009024,8
P88779810_rev_009327,8
P88779810_rev_009324,8
P88779810_rev_009461,8
P88779810_rev_009287,8
P88779810_rev_009499,8
P88779810_rev_009105,8
P88779810_rev_009272,8
P88779810_rev_009069,8
P88779810_rev_009881,8
P88779810_rev_009669,8
P88779810_rev_009960,8
P88779810_rev_009714,8
P88779810_rev_009698,8
P88779810_rev_009829,8
P88779810_rev_009840,8
P88779810_rev_009785,8
P88779810_rev_009934,8
P88779810_rev_009680,8
P88779810_rev_009690,8
P88779810_rev_009525,8
P88779810_rev_009899,8
P88779810_rev_009646,8
P88779810_rev_009598,8
P88779810_rev_009991,8
P88779810_rev_009588,8
P88779810_rev_009821,8
P88779810_rev_009836,8
P88779810_rev_009732,8
P88779810_rev_009706,8
P88779810_rev_009924,8
P88779810_rev_009878,8
P88779810_rev_009641,8
P88779810_rev_009686,8
P88779810_rev_009982,8
P88779810_rev_009912,8
P88779810_rev_009650,8
P88779810_rev_009610,8
P88779810_rev_009717,8
P88779810_rev_009536,8
P88779810_rev_009519,8
P88779810_rev_009842,8
P88779810_rev_009834,8
P88779810_rev_009889,8
P88779810_rev_009768,8
P88779810_rev_009893,8
P88779810_rev_009905,8
P88779810_rev_009613,8
P88779810_rev_009551,8
P88779810_rev_009864,8
P88779810_rev_009566,8
P88779810_rev_009584,8
P88779810_rev_009715,8
P88779810_rev_009529,8
P88779810_rev_009617,8
P88779810_rev_009671,8
P88779810_rev_009926,8
P88779810_rev_009962,8
P88779810_rev_009545,8
P88779810_rev_009563,8
P88779810_rev_009647,8
