id,cluster
P31870457_rev_005125,9
P31870457_rev_005370,9
P31870457_rev_005433,9
P506080_rev_005045,23
P31870457_rev_005412,9
P506080_rev_005018,24
P31870457_rev_005312,9
P31870457_rev_005243,9
P31870457_rev_005072,9
P31870457_rev_005116,9
P506080_rev_005046,24
P31870457_rev_005101,9
P31870457_rev_005099,9
P31870457_rev_005154,9
P31870457_rev_005364,9
P31870457_rev_005082,9
P31870457_rev_005474,9
P31870457_rev_005431,9
P31870457_rev_005223,9
P31870457_rev_005288,9
P31870457_rev_005408,9
P31870457_rev_005493,9
P506080_rev_005028,23
P31870457_rev_005464,9
P31870457_rev_005253,9
P506080_rev_005048,24
P31870457_rev_005376,9
P506080_rev_005005,23
P31870457_rev_005311,9
P31870457_rev_005321,9
P31870457_rev_005189,9
P31870457_rev_005355,9
P31870457_rev_005178,9
P31870457_rev_005212,9
P31870457_rev_005338,9
P31870457_rev_005115,9
P31870457_rev_005437,9
P31870457_rev_005177,9
P31870457_rev_005459,9
P31870457_rev_005335,9
P31870457_rev_005283,9
P31870457_rev_005236,9
P31870457_rev_005203,9
P31870457_rev_005127,9
P31870457_rev_005479,9
P31870457_rev_005175,9
P31870457_rev_005251,9
P31870457_rev_005066,9
P31870457_rev_005438,9
P506080_rev_005006,23
P31870457_rev_005343,9
P31870457_rev_005150,9
P31870457_rev_005142,9
P31870457_rev_005356,9
P31870457_rev_005428,9
P506080_rev_005003,23
P31870457_rev_005079,9
P31870457_rev_005255,9
P31870457_rev_005293,9
P506080_rev_005051,23
P31870457_rev_005063,9
P31870457_rev_005185,9
P31870457_rev_005496,9
P31870457_rev_005450,9
P31870457_rev_005187,9
P31870457_rev_005444,9
P31870457_rev_005432,9
P31870457_rev_005071,9
P31870457_rev_005416,9
P31870457_rev_005329,9
P31870457_rev_005104,9
P31870457_rev_005294,9
P506080_rev_005036,23
P31870457_rev_005191,9
P31870457_rev_005098,9
P31870457_rev_005453,9
P31870457_rev_005292,9
P31870457_rev_005200,9
P506080_rev_005024,24
P31870457_rev_005441,9
P31870457_rev_005078,9
P31870457_rev_005065,9
P31870457_rev_005227,9
P31870457_rev_005119,9
P31870457_rev_005471,9
P506080_rev_005023,23
P31870457_rev_005435,9
P31870457_rev_005440,9
P31870457_rev_005406,9
P31870457_rev_005146,9
P31870457_rev_005425,9
P31870457_rev_005131,9
P31870457_rev_005242,9
P31870457_rev_005348,9
P31870457_rev_005396,9
P31870457_rev_005466,9
P31870457_rev_005398,9
P31870457_rev_005409,9
P31870457_rev_005415,9
P31870457_rev_005218,9
P506080_rev_005007,23
P31870457_rev_005162,9
P506080_rev_005055,24
P31870457_rev_005494,9
P31870457_rev_005100,9
P31870457_rev_005427,9
P31870457_rev_005215,9
P31870457_rev_005205,9
P31870457_rev_005117,9
P31870457_rev_005067,9
P31870457_rev_005056,9
P31870457_rev_005256,9
P31870457_rev_005129,9
P31870457_rev_005172,9
P31870457_rev_005144,9
P31870457_rev_005118,9
P31870457_rev_005383,9
P31870457_rev_005184,9
P506080_rev_005011,-1
P31870457_rev_005159,9
P31870457_rev_005380,9
P31870457_rev_005219,9
P31870457_rev_005281,9
P506080_rev_005014,24
P31870457_rev_005244,9
P31870457_rev_005229,9
P31870457_rev_005113,9
P31870457_rev_005422,9
P31870457_rev_005420,9
P31870457_rev_005075,9
P506080_rev_005043,23
P31870457_rev_005347,9
P31870457_rev_005107,9
P31870457_rev_005182,9
P31870457_rev_005179,9
P31870457_rev_005277,9
P506080_rev_005026,24
P31870457_rev_005264,9
P506080_rev_005047,24
P31870457_rev_005180,9
P31870457_rev_005186,9
P31870457_rev_005174,9
P31870457_rev_005108,9
P31870457_rev_005313,9
P31870457_rev_005273,9
P31870457_rev_005158,9
P31870457_rev_005109,9
P31870457_rev_005353,9
P31870457_rev_005451,9
P31870457_rev_005487,9
P506080_rev_005052,24
P31870457_rev_005483,9
P31870457_rev_005058,9
P31870457_rev_005170,9
P31870457_rev_005377,9
P31870457_rev_005234,9
P31870457_rev_005384,9
P31870457_rev_005209,9
P31870457_rev_005217,9
P31870457_rev_005111,9
P31870457_rev_005250,9
P31870457_rev_005163,9
P31870457_rev_005330,9
P31870457_rev_005110,9
P31870457_rev_005193,9
P31870457_rev_005151,9
P31870457_rev_005121,9
P31870457_rev_005401,9
P31870457_rev_005240,9
P31870457_rev_005233,9
P31870457_rev_005371,9
P31870457_rev_005491,9
P506080_rev_005015,24
P31870457_rev_005436,9
P31870457_rev_005363,9
P31870457_rev_005134,9
P31870457_rev_005410,9
P31870457_rev_005385,9
P31870457_rev_005167,9
P31870457_rev_005378,9
P31870457_rev_005308,9
P31870457_rev_005484,9
P31870457_rev_005468,9
P31870457_rev_005319,9
P31870457_rev_005248,9
P506080_rev_005008,23
P31870457_rev_005458,9
P31870457_rev_005394,9
P31870457_rev_005130,9
P31870457_rev_005210,9
P31870457_rev_005239,9
P31870457_rev_005181,9
P31870457_rev_005399,9
P31870457_rev_005188,9
P31870457_rev_005299,9
P506080_rev_005035,23
P506080_rev_005004,23
P31870457_rev_005228,9
P31870457_rev_005333,9
P31870457_rev_005318,9
P31870457_rev_005272,9
P31870457_rev_005208,9
P506080_rev_005054,24
P506080_rev_005009,23
P31870457_rev_005350,9
P506080_rev_005021,24
P31870457_rev_005165,9
P506080_rev_005040,24
P31870457_rev_005059,9
P31870457_rev_005274,9
P31870457_rev_005091,9
P31870457_rev_005289,9
P31870457_rev_005497,9
P514788_rev_005768,12
P31870457_rev_005696,9
P514788_rev_005749,12
P514788_rev_005792,12
P31870457_rev_005658,9
P31870457_rev_005723,9
P31870457_rev_005510,9
P31870457_rev_005570,9
P31870457_rev_005617,9
P514788_rev_005951,12
P31870457_rev_005613,9
P31870457_rev_005537,9
P514788_rev_005966,12
P31870457_rev_005538,9
P514788_rev_005978,12
P31870457_rev_005725,9
P514788_rev_005863,12
P514788_rev_005802,12
P514788_rev_005804,12
P31870457_rev_005739,9
P514788_rev_005766,12
P514788_rev_005888,12
P514788_rev_005750,12
P31870457_rev_005573,9
P31870457_rev_005552,9
P31870457_rev_005678,9
P31870457_rev_005682,9
P514788_rev_005910,12
P514788_rev_005824,12
P31870457_rev_005697,9
P31870457_rev_005659,9
P514788_rev_005997,12
P31870457_rev_005513,9
P31870457_rev_005735,9
P514788_rev_005946,12
P514788_rev_005915,12
P514788_rev_005990,12
P31870457_rev_005626,9
P514788_rev_005839,12
P31870457_rev_005507,9
P514788_rev_005754,12
P31870457_rev_005639,9
P514788_rev_005956,12
P514788_rev_005835,12
P514788_rev_005981,12
P514788_rev_005812,12
P514788_rev_005963,12
P514788_rev_005797,12
P31870457_rev_005737,9
P514788_rev_005994,12
P31870457_rev_005647,9
P514788_rev_005926,12
P31870457_rev_005542,9
P31870457_rev_005560,9
P31870457_rev_005634,9
P31870457_rev_005515,9
P514788_rev_005911,12
P514788_rev_005917,12
P514788_rev_005893,12
P514788_rev_005859,12
P31870457_rev_005662,9
P514788_rev_005751,12
P31870457_rev_005622,9
P31870457_rev_005727,9
P514788_rev_005870,12
P31870457_rev_005563,9
P31870457_rev_005695,9
P31870457_rev_005734,9
P514788_rev_005882,12
P31870457_rev_005502,9
P31870457_rev_005511,9
P514788_rev_005913,12
P514788_rev_005798,12
P514788_rev_005773,12
P514788_rev_005783,12
P31870457_rev_005684,9
P514788_rev_005979,12
P31870457_rev_005557,9
P31870457_rev_005551,9
P31870457_rev_005654,9
P31870457_rev_005608,9
P31870457_rev_005603,9
P514788_rev_005883,12
P31870457_rev_005641,9
P514788_rev_005864,12
P514788_rev_005785,12
P514788_rev_005867,12
P514788_rev_005847,12
P514788_rev_005809,12
P514788_rev_005831,12
P514788_rev_005825,12
P514788_rev_005938,12
P514788_rev_005941,12
P514788_rev_005969,12
P31870457_rev_005663,9
P514788_rev_005845,12
P31870457_rev_005612,9
P514788_rev_005760,12
P514788_rev_005977,12
P514788_rev_005854,12
P514788_rev_005953,12
P31870457_rev_005600,9
P514788_rev_005762,12
P514788_rev_005820,12
P514788_rev_005874,12
P514788_rev_005931,12
P31870457_rev_005630,9
P31870457_rev_005593,9
P31870457_rev_005505,9
P514788_rev_005998,12
P31870457_rev_005681,9
P31870457_rev_005717,9
P514788_rev_005973,12
P514788_rev_005886,12
P31870457_rev_005583,9
P31870457_rev_005625,9
P514788_rev_005871,12
P31870457_rev_005701,9
P514788_rev_005965,12
P514788_rev_005777,12
P514788_rev_005823,12
P514788_rev_005995,12
P514788_rev_005927,12
P514788_rev_005776,12
P514788_rev_005794,12
P514788_rev_005996,12
P31870457_rev_005597,9
P31870457_rev_005740,9
P31870457_rev_005610,9
P31870457_rev_005614,9
P31870457_rev_005679,9
P31870457_rev_005664,9
P514788_rev_005992,12
P31870457_rev_005524,9
P514788_rev_005796,12
P31870457_rev_005525,9
P31870457_rev_005604,9
P31870457_rev_005722,9
P514788_rev_005873,12
P514788_rev_005942,12
P514788_rev_005810,12
P31870457_rev_005504,9
P514788_rev_005769,12
P514788_rev_005816,12
P514788_rev_005803,12
P31870457_rev_005555,9
P31870457_rev_005558,9
P514788_rev_005900,12
P514788_rev_005775,12
P514788_rev_005923,12
P31870457_rev_005553,9
P31870457_rev_005720,9
P514788_rev_005937,12
P31870457_rev_005606,9
P31870457_rev_005576,9
P514788_rev_005765,12
P514788_rev_005853,12
P31870457_rev_005516,9
P514788_rev_005782,12
P514788_rev_005967,12
P514788_rev_005781,12
P31870457_rev_005730,9
P31870457_rev_005615,9
P514788_rev_005829,12
P31870457_rev_005550,9
P31870457_rev_005660,9
P31870457_rev_005529,9
P514788_rev_005807,12
P31870457_rev_005580,9
P514788_rev_005787,12
P514788_rev_005987,12
P31870457_rev_005541,9
P514788_rev_005909,12
P31870457_rev_005520,9
P31870457_rev_005743,9
P514788_rev_005817,12
P31870457_rev_005592,9
P514788_rev_005778,12
P31870457_rev_005579,9
P31870457_rev_005528,9
P31870457_rev_005652,9
P514788_rev_005827,12
P514788_rev_005920,12
P514788_rev_005887,12
P514788_rev_005902,12
P31870457_rev_005536,9
P514788_rev_005932,12
P31870457_rev_005694,9
P31870457_rev_005527,9
P514788_rev_005999,12
P31870457_rev_005609,9
P31870457_rev_005574,9
P514788_rev_005784,12
P31870457_rev_005666,9
P31870457_rev_005586,9
P31870457_rev_005621,9
P31870457_rev_005724,9
P31870457_rev_005629,9
P31870457_rev_005711,9
P514788_rev_005763,12
P31870457_rev_005633,9
P31870457_rev_005596,9
P514788_rev_005916,12
P31870457_rev_005637,9
P31870457_rev_005503,9
P514788_rev_005892,12
P514788_rev_005767,12
P31870457_rev_005501,9
P514788_rev_005774,12
P514788_rev_005814,12
P31870457_rev_005607,9
P514788_rev_005933,12
P31870457_rev_005623,9
P514788_rev_005901,12
P514788_rev_005976,12
P31870457_rev_005533,9
P31870457_rev_005714,9
P514788_rev_005972,12
P31870457_rev_005665,9
P31870457_rev_005577,9
P31870457_rev_005628,9
P31870457_rev_005721,9
P514788_rev_005788,12
P514788_rev_005815,12
P31870457_rev_005561,9
P31870457_rev_005718,9
P31870457_rev_005543,9
P514788_rev_005952,12
P31870457_rev_005601,9
P31870457_rev_005547,9
P31870457_rev_005540,9
P514788_rev_005982,12
P514788_rev_005918,12
P514788_rev_005906,12
P514788_rev_005896,12
P514788_rev_006000,12
P31870457_rev_005732,9
P31870457_rev_005535,9
P514788_rev_005984,12
P514788_rev_005865,12
P31870457_rev_005687,9
P514788_rev_005934,12
P514788_rev_005939,12
P514788_rev_005958,12
P31870457_rev_005669,9
P514788_rev_005879,12
P514788_rev_005961,12
P31870457_rev_005656,9
P31870457_rev_005602,9
P514788_rev_005849,12
P31870457_rev_005594,9
P31870457_rev_005619,9
P31870457_rev_005704,9
P514788_rev_005832,12
P31870457_rev_005683,9
P31870457_rev_005627,9
P514788_rev_005844,12
P514788_rev_005799,12
P31870457_rev_005590,9
P514788_rev_005834,12
P31870457_rev_005569,9
P31870457_rev_005559,9
P514788_rev_005872,12
P514788_rev_005876,12
P514788_rev_005989,12
P514788_rev_005843,12
P31870457_rev_005589,9
P514788_rev_005869,12
P514788_rev_005772,12
P514788_rev_005840,12
P514788_rev_005758,12
P514788_rev_005756,12
P31870457_rev_005564,9
P514788_rev_005818,12
P31870457_rev_005514,9
P514788_rev_005833,12
P514788_rev_005903,12
P31870457_rev_005549,9
P514788_rev_005822,12
P514788_rev_005875,12
P31870457_rev_005680,9
P514788_rev_005746,12
P31870457_rev_005611,9
P514788_rev_005770,12
P514788_rev_005950,12
P31870457_rev_005582,9
P31870457_rev_005712,9
P31870457_rev_005595,9
P31870457_rev_005699,9
P514788_rev_005983,12
P514788_rev_005801,12
P31870457_rev_005731,9
P514788_rev_005819,12
P514788_rev_005960,12
P31870457_rev_005554,9
P31870457_rev_005675,9
P31870457_rev_005728,9
P31870457_rev_005587,9
P514788_rev_005970,12
P514788_rev_005897,12
P31870457_rev_005729,9
P31870457_rev_005519,9
P31870457_rev_005645,9
P31870457_rev_005598,9
P514788_rev_005955,12
P31870457_rev_005581,9
P514788_rev_005856,12
P31870457_rev_005670,9
P31870457_rev_005588,9
P514788_rev_005752,11
P514788_rev_005936,12
P514788_rev_005838,12
P514788_rev_005848,12
P514788_rev_005924,12
P514788_rev_005914,12
P31870457_rev_005650,9
P31870457_rev_005565,9
P31870457_rev_005545,9
P31870457_rev_005562,9
P514788_rev_005771,12
P514788_rev_005899,12
P514788_rev_005959,12
P514788_rev_005786,12
P514788_rev_005986,12
P514788_rev_005795,12
P514788_rev_005855,12
P31870457_rev_005544,9
P514788_rev_005907,12
P514788_rev_005912,12
P514788_rev_005808,12
P31870457_rev_005522,9
P31870457_rev_005618,9
P31870457_rev_005539,9
P31870457_rev_005605,9
P514788_rev_005790,12
P31870457_rev_005676,9
P514788_rev_005957,12
P31870457_rev_005546,9
P31870457_rev_005736,9
P514788_rev_005943,12
P31870457_rev_005715,9
P31870457_rev_005575,9
P514788_rev_005919,12
P514788_rev_005954,12
P31870457_rev_005674,9
P514788_rev_005811,12
P31870457_rev_005517,9
P31870457_rev_005708,9
P514788_rev_005800,12
P31870457_rev_005706,9
P31870457_rev_005667,9
P514788_rev_005991,12
P514788_rev_005974,12
P31870457_rev_005741,9
P514788_rev_005805,12
P514788_rev_005922,12
P514788_rev_005748,12
P514788_rev_005860,12
P31870457_rev_005661,9
P514788_rev_005850,12
P514788_rev_005962,12
P514788_rev_005930,12
P31870457_rev_005673,9
P514788_rev_005868,12
P514788_rev_005904,12
P514788_rev_005877,12
P31870457_rev_005742,9
P514788_rev_005852,12
P31870457_rev_005653,9
P31870457_rev_005685,9
P31870457_rev_005642,9
P31870457_rev_005655,9
P31870457_rev_005532,9
P514788_rev_005759,12
P514788_rev_005858,12
P31870457_rev_005719,9
P514788_rev_005757,12
P514788_rev_005968,12
P31870457_rev_005631,9
P31870457_rev_005556,9
P31870457_rev_005651,9
P514788_rev_005753,12
P31870457_rev_005643,9
P514788_rev_005880,12
P514788_rev_005826,12
P514788_rev_005925,12
P31870457_rev_005572,9
P31870457_rev_005526,9
P31870457_rev_005584,9
P514788_rev_005894,12
P514788_rev_005881,12
P514788_rev_005851,12
P31870457_rev_005531,9
P514788_rev_005846,12
P31870457_rev_005534,9
P31870457_rev_005677,9
P514788_rev_005857,12
P31870457_rev_005693,9
P514788_rev_005905,12
P31870457_rev_005692,9
P514788_rev_005890,12
P31870457_rev_005632,9
P31870457_rev_005578,9
P31870457_rev_005689,9
P514788_rev_005921,12
P514788_rev_005813,12
P514788_rev_005828,12
P31870457_rev_005571,9
P31870457_rev_005705,9
P31870457_rev_005702,9
P31870457_rev_005635,9
P514788_rev_005747,12
P514788_rev_005793,12
P31870457_rev_005672,9
P514788_rev_005929,12
P514788_rev_005993,12
P31870457_rev_005648,9
P31870457_rev_005521,9
P31870457_rev_005509,9
P514788_rev_005940,12
P514788_rev_005928,12
P514788_rev_005861,12
P514788_rev_005891,12
P31870457_rev_005726,9
P514788_rev_005755,12
P514788_rev_005862,12
P31870457_rev_005640,9
P514788_rev_005779,12
P31870457_rev_005690,9
P514788_rev_005842,12
P31870457_rev_005599,9
P514788_rev_005889,12
P31870457_rev_005636,9
P31870457_rev_005703,9
P514788_rev_005971,12
P31870457_rev_005568,9
P514788_rev_005935,12
P31870457_rev_005567,9
P31870457_rev_005668,9
P514788_rev_005806,12
P31870457_rev_005716,9
P514788_rev_005830,12
P31870457_rev_005523,9
P31870457_rev_005566,9
P514788_rev_005945,12
P514788_rev_005908,12
P31870457_rev_005624,9
P514788_rev_005841,12
P514788_rev_005866,12
P31870457_rev_005745,9
P514788_rev_005948,12
P31870457_rev_005713,9
P514788_rev_005780,12
P31870457_rev_005585,9
P31870457_rev_005671,9
P31870457_rev_005686,9
P31870457_rev_005620,9
P514788_rev_005884,12
P31870457_rev_005710,9
P514788_rev_005975,12
P31870457_rev_005638,9
P31870457_rev_005700,9
P31870457_rev_005616,9
P31870457_rev_005744,9
P31870457_rev_005548,9
P514788_rev_005885,12
P514788_rev_005837,12
P514788_rev_005947,12
P514788_rev_005949,12
P31870457_rev_005698,9
P31870457_rev_005709,9
P514788_rev_005764,12
P514788_rev_005878,12
P31870457_rev_005688,9
P31870457_rev_005646,9
P31870457_rev_005738,9
P514788_rev_005789,12
P31870457_rev_005707,9
P514788_rev_005980,12
P31870457_rev_005591,9
P514788_rev_005836,12
P31870457_rev_005508,9
P514788_rev_005761,12
P31870457_rev_005644,9
P514788_rev_005895,12
P514788_rev_005985,12
P514788_rev_005898,12
P514788_rev_005944,12
P31870457_rev_005530,9
P31870457_rev_005649,9
P514788_rev_005964,12
P31870457_rev_005506,9
P514788_rev_005791,12
P31870457_rev_005691,9
P514788_rev_005988,12
P514788_rev_005821,12
P31870457_rev_005657,9
P31870457_rev_005733,9
P31870457_rev_005512,9
P31870457_rev_005518,9
P514788_rev_006050,12
P88779809_rev_006351,0
P467250_rev_006151,17
P467250_rev_006171,17
P88779809_rev_006352,0
P467250_rev_006282,17
P88779809_rev_006401,0
P88779809_rev_006391,0
P467250_rev_006095,17
P88779809_rev_006362,0
P88779809_rev_006325,0
P88779809_rev_006441,0
P88779809_rev_006318,0
P467250_rev_006302,17
P88779809_rev_006402,0
P514788_rev_006011,12
P467250_rev_006087,17
P88779809_rev_006416,0
P467250_rev_006154,17
P467250_rev_006174,17
P476496_rev_006058,13
P514788_rev_006008,12
P467250_rev_006238,17
P467250_rev_006294,17
P88779809_rev_006452,0
P88779809_rev_006498,0
P514788_rev_006007,12
P88779809_rev_006432,0
P88779809_rev_006321,0
P514788_rev_006003,12
P476496_rev_006071,17
P88779809_rev_006445,0
P88779809_rev_006465,0
P88779809_rev_006418,0
P88779809_rev_006350,0
P88779809_rev_006355,0
P467250_rev_006234,17
P88779809_rev_006342,0
P467250_rev_006242,17
P88779809_rev_006435,0
P88779809_rev_006431,0
P467250_rev_006120,13
P467250_rev_006271,13
P467250_rev_006169,13
P467250_rev_006173,17
P476496_rev_006062,17
P467250_rev_006180,13
P467250_rev_006176,17
P467250_rev_006116,17
P467250_rev_006090,13
P88779809_rev_006397,0
P88779809_rev_006310,0
P467250_rev_006189,17
P467250_rev_006205,17
P467250_rev_006235,13
P467250_rev_006096,17
P514788_rev_006035,12
P467250_rev_006199,17
P514788_rev_006014,12
P467250_rev_006216,17
P467250_rev_006124,17
P467250_rev_006141,13
P88779809_rev_006324,0
P467250_rev_006197,17
P467250_rev_006266,17
P514788_rev_006049,12
P514788_rev_006017,12
P467250_rev_006224,17
P467250_rev_006292,17
P88779809_rev_006500,0
P467250_rev_006218,17
P88779809_rev_006322,0
P88779809_rev_006368,0
P467250_rev_006202,17
P467250_rev_006115,13
P467250_rev_006092,13
P467250_rev_006192,17
P514788_rev_006004,12
P514788_rev_006048,12
P467250_rev_006212,13
P467250_rev_006104,13
P467250_rev_006107,17
P467250_rev_006153,17
P88779809_rev_006404,0
P467250_rev_006221,17
P467250_rev_006112,13
P514788_rev_006031,12
P88779809_rev_006466,0
P467250_rev_006150,17
P467250_rev_006178,17
P88779809_rev_006344,0
P467250_rev_006210,17
P514788_rev_006023,12
P88779809_rev_006492,0
P88779809_rev_006454,0
P514788_rev_006053,12
P514788_rev_006033,12
P467250_rev_006128,17
P467250_rev_006195,17
P514788_rev_006025,12
P467250_rev_006295,13
P88779809_rev_006399,0
P467250_rev_006223,17
P467250_rev_006248,17
P88779809_rev_006384,0
P514788_rev_006010,12
P88779809_rev_006463,0
P476496_rev_006069,17
P88779809_rev_006386,0
P467250_rev_006194,17
P476496_rev_006074,17
P476496_rev_006059,13
P88779809_rev_006474,0
P88779809_rev_006406,0
P467250_rev_006288,13
P467250_rev_006158,17
P88779809_rev_006319,0
P88779809_rev_006337,0
P514788_rev_006006,12
P88779809_rev_006353,0
P467250_rev_006163,17
P467250_rev_006268,17
P467250_rev_006138,17
P467250_rev_006206,17
P88779809_rev_006303,0
P88779809_rev_006381,0
P88779809_rev_006389,0
P88779809_rev_006326,0
P467250_rev_006220,17
P88779809_rev_006444,0
P514788_rev_006015,12
P514788_rev_006012,12
P467250_rev_006121,17
P88779809_rev_006438,0
P514788_rev_006024,12
P467250_rev_006162,13
P88779809_rev_006450,0
P88779809_rev_006479,0
P514788_rev_006038,12
P467250_rev_006233,17
P467250_rev_006270,13
P88779809_rev_006371,0
P467250_rev_006187,17
P88779809_rev_006412,0
P467250_rev_006287,17
P88779809_rev_006447,0
P467250_rev_006125,17
P467250_rev_006249,13
P467250_rev_006081,13
P467250_rev_006280,17
P88779809_rev_006347,0
P467250_rev_006172,17
P88779809_rev_006314,0
P88779809_rev_006317,0
P88779809_rev_006341,0
P514788_rev_006032,12
P88779809_rev_006496,0
P467250_rev_006130,17
P467250_rev_006250,13
P88779809_rev_006437,0
P514788_rev_006046,12
P467250_rev_006264,17
P88779809_rev_006488,0
P514788_rev_006041,12
P88779809_rev_006359,0
P467250_rev_006156,13
P467250_rev_006091,13
P88779809_rev_006309,0
P467250_rev_006127,13
P88779809_rev_006357,0
P467250_rev_006080,13
P467250_rev_006149,17
P88779809_rev_006419,0
P467250_rev_006261,17
P88779809_rev_006308,0
P467250_rev_006211,17
P467250_rev_006160,13
P88779809_rev_006366,0
P88779809_rev_006440,0
P467250_rev_006078,13
P88779809_rev_006382,0
P467250_rev_006157,17
P88779809_rev_006411,0
P467250_rev_006137,17
P88779809_rev_006485,0
P88779809_rev_006327,0
P88779809_rev_006421,0
P88779809_rev_006464,0
P467250_rev_006240,17
P88779809_rev_006494,0
P467250_rev_006159,17
P467250_rev_006099,17
P88779809_rev_006345,0
P467250_rev_006166,17
P467250_rev_006283,17
P88779809_rev_006376,0
P476496_rev_006065,17
P88779809_rev_006343,0
P88779809_rev_006394,0
P467250_rev_006213,17
P467250_rev_006139,17
P514788_rev_006009,12
P88779809_rev_006354,0
P88779809_rev_006491,0
P88779809_rev_006430,0
P88779809_rev_006396,0
P467250_rev_006182,17
P467250_rev_006103,13
P88779809_rev_006477,0
P88779809_rev_006490,0
P88779809_rev_006328,0
P467250_rev_006259,17
P514788_rev_006037,12
P88779809_rev_006356,0
P88779809_rev_006486,0
P476496_rev_006056,17
P467250_rev_006290,17
P467250_rev_006291,17
P88779809_rev_006330,0
P467250_rev_006186,13
P467250_rev_006225,17
P467250_rev_006228,17
P88779809_rev_006480,0
P514788_rev_006005,12
P467250_rev_006247,17
P467250_rev_006193,17
P88779809_rev_006374,0
P514788_rev_006039,12
P88779809_rev_006338,0
P476496_rev_006068,17
P467250_rev_006134,13
P88779809_rev_006451,0
P467250_rev_006255,17
P467250_rev_006105,17
P514788_rev_006044,12
P88779809_rev_006312,0
P476496_rev_006054,17
P88779809_rev_006420,0
P88779809_rev_006425,0
P88779809_rev_006407,0
P467250_rev_006079,17
P88779809_rev_006423,0
P88779809_rev_006443,0
P467250_rev_006237,13
P88779809_rev_006316,0
P467250_rev_006136,17
P514788_rev_006045,12
P476496_rev_006075,17
P467250_rev_006109,17
P88779809_rev_006320,0
P467250_rev_006188,17
P467250_rev_006245,17
P467250_rev_006272,17
P467250_rev_006227,17
P88779809_rev_006422,0
P476496_rev_006073,17
P88779809_rev_006311,0
P467250_rev_006191,17
P467250_rev_006201,13
P467250_rev_006146,17
P88779809_rev_006493,0
P467250_rev_006214,17
P467250_rev_006300,13
P467250_rev_006142,17
P88779809_rev_006346,0
P88779809_rev_006334,0
P88779809_rev_006408,0
P467250_rev_006281,17
P467250_rev_006132,17
P467250_rev_006177,17
P467250_rev_006236,13
P88779809_rev_006370,0
P88779809_rev_006487,0
P467250_rev_006144,17
P514788_rev_006001,12
P88779809_rev_006333,0
P467250_rev_006140,17
P88779809_rev_006307,0
P88779809_rev_006484,0
P476496_rev_006060,17
P476496_rev_006057,17
P467250_rev_006222,13
P88779809_rev_006468,0
P476496_rev_006066,17
P88779809_rev_006363,0
P88779809_rev_006360,0
P88779809_rev_006413,0
P88779809_rev_006339,0
P467250_rev_006267,17
P467250_rev_006252,13
P88779809_rev_006348,0
P88779809_rev_006469,0
P88779809_rev_006377,0
P467250_rev_006108,17
P88779809_rev_006369,0
P88779809_rev_006375,0
P88779809_rev_006331,0
P88779809_rev_006306,0
P476496_rev_006064,17
P88779809_rev_006385,0
P88779809_rev_006364,0
P467250_rev_006131,17
P467250_rev_006083,13
P467250_rev_006155,13
P467250_rev_006183,17
P467250_rev_006296,17
P467250_rev_006196,17
P88779809_rev_006313,0
P467250_rev_006168,13
P88779809_rev_006446,0
P467250_rev_006198,17
P467250_rev_006254,17
P88779809_rev_006482,0
P88779809_rev_006417,0
P467250_rev_006161,17
P467250_rev_006232,17
P88779809_rev_006390,0
P467250_rev_006251,17
P467250_rev_006185,13
P88779809_rev_006403,0
P476496_rev_006072,17
P88779809_rev_006456,0
P467250_rev_006253,17
P467250_rev_006301,17
P467250_rev_006077,17
P88779809_rev_006414,0
P467250_rev_006274,17
P514788_rev_006030,12
P467250_rev_006167,17
P88779809_rev_006428,0
P467250_rev_006122,17
P467250_rev_006241,13
P88779809_rev_006379,0
P467250_rev_006278,17
P467250_rev_006085,17
P467250_rev_006262,13
P88779809_rev_006395,0
P88779809_rev_006405,0
P467250_rev_006256,17
P467250_rev_006230,17
P514788_rev_006047,12
P514788_rev_006043,12
P467250_rev_006106,13
P467250_rev_006135,17
P514788_rev_006021,12
P467250_rev_006119,17
P467250_rev_006165,17
P88779809_rev_006383,0
P88779809_rev_006329,0
P88779809_rev_006323,0
P88779809_rev_006415,0
P467250_rev_006164,17
P467250_rev_006276,13
P88779809_rev_006499,0
P514788_rev_006002,12
P476496_rev_006070,17
P467250_rev_006097,17
P467250_rev_006117,17
P88779809_rev_006349,0
P88779809_rev_006483,0
P467250_rev_006204,13
P467250_rev_006298,17
P514788_rev_006040,12
P514788_rev_006028,12
P88779809_rev_006459,0
P88779809_rev_006442,0
P88779809_rev_006439,0
P88779809_rev_006340,0
P467250_rev_006101,13
P467250_rev_006147,17
P88779809_rev_006458,0
P467250_rev_006260,13
P467250_rev_006184,17
P88779809_rev_006475,0
P467250_rev_006093,17
P88779809_rev_006378,0
P467250_rev_006181,17
P514788_rev_006026,12
P467250_rev_006285,13
P467250_rev_006208,17
P467250_rev_006215,13
P467250_rev_006257,17
P467250_rev_006299,17
P467250_rev_006152,17
P467250_rev_006076,13
P467250_rev_006088,17
P467250_rev_006200,17
P514788_rev_006022,12
P467250_rev_006100,13
P88779809_rev_006436,0
P88779809_rev_006473,0
P88779809_rev_006427,0
P88779809_rev_006367,0
P514788_rev_006018,12
P467250_rev_006110,13
P467250_rev_006114,13
P514788_rev_006029,12
P467250_rev_006284,17
P88779809_rev_006365,0
P467250_rev_006123,17
P88779809_rev_006462,0
P88779809_rev_006471,0
P467250_rev_006263,17
P467250_rev_006179,13
